registry,id,label,namespace,file
EvaluatorEngine,equals,,Mosaic\Plugins\EvaluatorEngine\Filters\Subject,Mosaic/Plugins/EvaluatorEngine/Filters/Subject/FilterSubjectUsers.php
EvaluatorEngine,not-equals,,Mosaic\Plugins\EvaluatorEngine\Filters\Subject,Mosaic/Plugins/EvaluatorEngine/Filters/Subject/FilterSubjectUsers.php
EvaluatorEngine,contains,,Mosaic\Plugins\EvaluatorEngine\Filters\Subject,Mosaic/Plugins/EvaluatorEngine/Filters/Subject/FilterSubjectUsers.php
EvaluatorEngine,not-contains,,Mosaic\Plugins\EvaluatorEngine\Filters\Subject,Mosaic/Plugins/EvaluatorEngine/Filters/Subject/FilterSubjectUsers.php
EvaluatorEngine,starts-with,,Mosaic\Plugins\EvaluatorEngine\Filters\Subject,Mosaic/Plugins/EvaluatorEngine/Filters/Subject/FilterSubjectUsers.php
EvaluatorEngine,regexp,,Mosaic\Plugins\EvaluatorEngine\Filters\Subject,Mosaic/Plugins/EvaluatorEngine/Filters/Subject/FilterSubjectUsers.php
EvaluatorEngine,number,,Mosaic\Plugins\EvaluatorEngine\Filters\Subject,Mosaic/Plugins/EvaluatorEngine/Filters/Subject/FilterSubjectUsers.php
EvaluatorEngine,greater-than,,Mosaic\Plugins\EvaluatorEngine\Filters\Subject,Mosaic/Plugins/EvaluatorEngine/Filters/Subject/FilterSubjectUsers.php
EvaluatorEngine,greater-than-or-equal,,Mosaic\Plugins\EvaluatorEngine\Filters\Subject,Mosaic/Plugins/EvaluatorEngine/Filters/Subject/FilterSubjectUsers.php
EvaluatorEngine,less-than,,Mosaic\Plugins\EvaluatorEngine\Filters\Subject,Mosaic/Plugins/EvaluatorEngine/Filters/Subject/FilterSubjectUsers.php
EvaluatorEngine,less-than-or-equal,,Mosaic\Plugins\EvaluatorEngine\Filters\Subject,Mosaic/Plugins/EvaluatorEngine/Filters/Subject/FilterSubjectUsers.php
EvaluatorEngine,date,,Mosaic\Plugins\EvaluatorEngine\Filters\Subject,Mosaic/Plugins/EvaluatorEngine/Filters/Subject/FilterSubjectUsers.php
EvaluatorEngine,after,,Mosaic\Plugins\EvaluatorEngine\Filters\Subject,Mosaic/Plugins/EvaluatorEngine/Filters/Subject/FilterSubjectUsers.php
EvaluatorEngine,before,,Mosaic\Plugins\EvaluatorEngine\Filters\Subject,Mosaic/Plugins/EvaluatorEngine/Filters/Subject/FilterSubjectUsers.php
EvaluatorEngine,wpUsersUserMeta,,Mosaic\Plugins\EvaluatorEngine\Filters\Subject,Mosaic/Plugins/EvaluatorEngine/Filters/Subject/FilterSubjectUsers.php
EvaluatorEngine,wpMenu,,Mosaic\Plugins\EvaluatorEngine\Filters\Subject,Mosaic/Plugins/EvaluatorEngine/Filters/Subject/FilterSubjectWPMenu.php
EvaluatorEngine,includes,,Mosaic\Plugins\EvaluatorEngine\Filters\Subject,Mosaic/Plugins/EvaluatorEngine/Filters/Subject/FilterSubjectWPMenu.php
EvaluatorEngine,excludes,,Mosaic\Plugins\EvaluatorEngine\Filters\Subject,Mosaic/Plugins/EvaluatorEngine/Filters/Subject/FilterSubjectWPMenu.php
EvaluatorEngine,wpMenuMeta,,Mosaic\Plugins\EvaluatorEngine\Filters\Subject,Mosaic/Plugins/EvaluatorEngine/Filters/Subject/FilterSubjectWPMenu.php
EvaluatorEngine,text,,Mosaic\Plugins\EvaluatorEngine\Filters\Subject,Mosaic/Plugins/EvaluatorEngine/Filters/Subject/FilterSubjectWPMenu.php
EvaluatorEngine,equals,,Mosaic\Plugins\EvaluatorEngine\Filters\Subject,Mosaic/Plugins/EvaluatorEngine/Filters/Subject/FilterSubjectWPMenu.php
EvaluatorEngine,not-equals,,Mosaic\Plugins\EvaluatorEngine\Filters\Subject,Mosaic/Plugins/EvaluatorEngine/Filters/Subject/FilterSubjectWPMenu.php
EvaluatorEngine,contains,,Mosaic\Plugins\EvaluatorEngine\Filters\Subject,Mosaic/Plugins/EvaluatorEngine/Filters/Subject/FilterSubjectWPMenu.php
EvaluatorEngine,not-contains,,Mosaic\Plugins\EvaluatorEngine\Filters\Subject,Mosaic/Plugins/EvaluatorEngine/Filters/Subject/FilterSubjectWPMenu.php
EvaluatorEngine,starts-with,,Mosaic\Plugins\EvaluatorEngine\Filters\Subject,Mosaic/Plugins/EvaluatorEngine/Filters/Subject/FilterSubjectWPMenu.php
EvaluatorEngine,regexp,,Mosaic\Plugins\EvaluatorEngine\Filters\Subject,Mosaic/Plugins/EvaluatorEngine/Filters/Subject/FilterSubjectWPMenu.php
EvaluatorEngine,number,,Mosaic\Plugins\EvaluatorEngine\Filters\Subject,Mosaic/Plugins/EvaluatorEngine/Filters/Subject/FilterSubjectWPMenu.php
EvaluatorEngine,greater-than,,Mosaic\Plugins\EvaluatorEngine\Filters\Subject,Mosaic/Plugins/EvaluatorEngine/Filters/Subject/FilterSubjectWPMenu.php
EvaluatorEngine,greater-than-or-equal,,Mosaic\Plugins\EvaluatorEngine\Filters\Subject,Mosaic/Plugins/EvaluatorEngine/Filters/Subject/FilterSubjectWPMenu.php
EvaluatorEngine,less-than,,Mosaic\Plugins\EvaluatorEngine\Filters\Subject,Mosaic/Plugins/EvaluatorEngine/Filters/Subject/FilterSubjectWPMenu.php
EvaluatorEngine,less-than-or-equal,,Mosaic\Plugins\EvaluatorEngine\Filters\Subject,Mosaic/Plugins/EvaluatorEngine/Filters/Subject/FilterSubjectWPMenu.php
EvaluatorEngine,httpCookie,,Mosaic\Plugins\EvaluatorEngine\ServerConditions\Subjects,Mosaic/Plugins/EvaluatorEngine/ServerConditions/Subjects/ServerConditionSubjectCookie.php
EvaluatorEngine,httpGet,,Mosaic\Plugins\EvaluatorEngine\ServerConditions\Subjects,Mosaic/Plugins/EvaluatorEngine/ServerConditions/Subjects/ServerConditionSubjectHttpGet.php
EvaluatorEngine,userCapability,,Mosaic\Plugins\EvaluatorEngine\ServerConditions\Subjects,Mosaic/Plugins/EvaluatorEngine/ServerConditions/Subjects/ServerConditionSubjectUserCapability.php
EvaluatorEngine,capability,,Mosaic\Plugins\EvaluatorEngine\ServerConditions\Subjects,Mosaic/Plugins/EvaluatorEngine/ServerConditions/Subjects/ServerConditionSubjectUserCapability.php
EvaluatorEngine,userFields,,Mosaic\Plugins\EvaluatorEngine\ServerConditions\Subjects,Mosaic/Plugins/EvaluatorEngine/ServerConditions/Subjects/ServerConditionSubjectUserFields.php
EvaluatorEngine,userLoggedIn,,Mosaic\Plugins\EvaluatorEngine\ServerConditions\Subjects,Mosaic/Plugins/EvaluatorEngine/ServerConditions/Subjects/ServerConditionSubjectUserLoggedIn.php
EvaluatorEngine,is,,Mosaic\Plugins\EvaluatorEngine\ServerConditions\Subjects,Mosaic/Plugins/EvaluatorEngine/ServerConditions/Subjects/ServerConditionSubjectUserLoggedIn.php
EvaluatorEngine,userMeta,,Mosaic\Plugins\EvaluatorEngine\ServerConditions\Subjects,Mosaic/Plugins/EvaluatorEngine/ServerConditions/Subjects/ServerConditionSubjectUserMeta.php
EvaluatorEngine,userRole,,Mosaic\Plugins\EvaluatorEngine\ServerConditions\Subjects,Mosaic/Plugins/EvaluatorEngine/ServerConditions/Subjects/ServerConditionSubjectUserRole.php
EvaluatorEngine,variable,,Mosaic\Plugins\EvaluatorEngine\ServerConditions\Subjects,Mosaic/Plugins/EvaluatorEngine/ServerConditions/Subjects/ServerConditionSubjectVariable.php
EvaluatorFunctions,abs,,Mosaic\Plugins\EvaluatorFunctions\Abs,Mosaic/Plugins/EvaluatorFunctions/Abs/EvaluatorFunctionAbs.php
EvaluatorFunctions,attachment,,Mosaic\Plugins\EvaluatorFunctions\Attachment,Mosaic/Plugins/EvaluatorFunctions/Attachment/EvaluatorFunctionAttachment.php
EvaluatorFunctions,avg,,Mosaic\Plugins\EvaluatorFunctions\Avg,Mosaic/Plugins/EvaluatorFunctions/Avg/EvaluatorFunctionAvg.php
EvaluatorFunctions,calc,,Mosaic\Plugins\EvaluatorFunctions\Calc,Mosaic/Plugins/EvaluatorFunctions/Calc/EvaluatorFunctionCalc.php
EvaluatorFunctions,concat,,Mosaic\Plugins\EvaluatorFunctions\Concat,Mosaic/Plugins/EvaluatorFunctions/Concat/EvaluatorFunctionConcat.php
EvaluatorFunctions,date,,Mosaic\Plugins\EvaluatorFunctions\Date,Mosaic/Plugins/EvaluatorFunctions/Date/EvaluatorFunctionDate.php
EvaluatorFunctions,esc_attr,,Mosaic\Plugins\EvaluatorFunctions\EscAttr,Mosaic/Plugins/EvaluatorFunctions/EscAttr/EvaluatorFunctionEscAttr.php
EvaluatorFunctions,esc_html,,Mosaic\Plugins\EvaluatorFunctions\EscHtml,Mosaic/Plugins/EvaluatorFunctions/EscHtml/EvaluatorFunctionEscHtml.php
EvaluatorFunctions,excerpt,,Mosaic\Plugins\EvaluatorFunctions\Excerpt,Mosaic/Plugins/EvaluatorFunctions/Excerpt/EvaluatorFunctionExcerpt.php
EvaluatorFunctions,fallback,,Mosaic\Plugins\EvaluatorFunctions\Fallback,Mosaic/Plugins/EvaluatorFunctions/Fallback/EvaluatorFunctionFallback.php
EvaluatorFunctions,find_image,,Mosaic\Plugins\EvaluatorFunctions\FindImage,Mosaic/Plugins/EvaluatorFunctions/FindImage/EvaluatorFunctionFindImage.php
EvaluatorFunctions,find_link,,Mosaic\Plugins\EvaluatorFunctions\FindLink,Mosaic/Plugins/EvaluatorFunctions/FindLink/EvaluatorFunctionFindLink.php
EvaluatorFunctions,find_video,,Mosaic\Plugins\EvaluatorFunctions\FindVideo,Mosaic/Plugins/EvaluatorFunctions/FindVideo/EvaluatorFunctionFindVideo.php
EvaluatorFunctions,json_encode,,Mosaic\Plugins\EvaluatorFunctions\JsonEncode,Mosaic/Plugins/EvaluatorFunctions/JsonEncode/EvaluatorFunctionJsonEncode.php
EvaluatorFunctions,remove_html,,Mosaic\Plugins\EvaluatorFunctions\RemoveHTML,Mosaic/Plugins/EvaluatorFunctions/RemoveHTML/EvaluatorFunctionRemoveHTML.php
EvaluatorFunctions,round,,Mosaic\Plugins\EvaluatorFunctions\Round,Mosaic/Plugins/EvaluatorFunctions/Round/EvaluatorFunctionRound.php
EvaluatorFunctions,round_up,,Mosaic\Plugins\EvaluatorFunctions\RoundUp,Mosaic/Plugins/EvaluatorFunctions/RoundUp/EvaluatorFunctionRoundUp.php
EvaluatorFunctions,substr,,Mosaic\Plugins\EvaluatorFunctions\Substr,Mosaic/Plugins/EvaluatorFunctions/Substr/EvaluatorFunctionSubstr.php
EvaluatorFunctions,sum,,Mosaic\Plugins\EvaluatorFunctions\Sum,Mosaic/Plugins/EvaluatorFunctions/Sum/EvaluatorFunctionSum.php
FormActions,email,,Mosaic\Plugins\FormActions\Email,Mosaic/Plugins/FormActions/Email/FormActionEmail.php
FormActions,mailchimp,,Mosaic\Plugins\FormActions\Mailchimp,Mosaic/Plugins/FormActions/Mailchimp/FormActionMailchimp.php
FormActions,mailerlite,,Mosaic\Plugins\FormActions\MailerLite,Mosaic/Plugins/FormActions/MailerLite/FormActionMailerLite.php
FormActions,redirect,,Mosaic\Plugins\FormActions\Redirect,Mosaic/Plugins/FormActions/Redirect/FormActionRedirect.php
FormActions,search,,Mosaic\Plugins\FormActions\Search,Mosaic/Plugins/FormActions/Search/FormActionSearch.php
FormActions,webhook,,Mosaic\Plugins\FormActions\Webhook,Mosaic/Plugins/FormActions/Webhook/FormActionWebhook.php
InteractionActions,playerSeek,,Mosaic\Plugins\InteractionActions\Continuous\Player\Seek,Mosaic/Plugins/InteractionActions/Continuous/Player/Seek/InteractionSimpleActionPlayerSeek.php
InteractionActions,interaction,,Mosaic\Plugins\InteractionActions\Simple\Interaction\Reset,Mosaic/Plugins/InteractionActions/Simple/Interaction/Reset/InteractionSimpleActionInteractionReset.php
InteractionActions,interactionReset,,Mosaic\Plugins\InteractionActions\Simple\Interaction\Reset,Mosaic/Plugins/InteractionActions/Simple/Interaction/Reset/InteractionSimpleActionInteractionReset.php
InteractionActions,interaction,,Mosaic\Plugins\InteractionActions\Simple\Interaction\Resume,Mosaic/Plugins/InteractionActions/Simple/Interaction/Resume/InteractionSimpleActionInteractionResume.php
InteractionActions,interactionResume,,Mosaic\Plugins\InteractionActions\Simple\Interaction\Resume,Mosaic/Plugins/InteractionActions/Simple/Interaction/Resume/InteractionSimpleActionInteractionResume.php
InteractionActions,interaction,,Mosaic\Plugins\InteractionActions\Simple\Interaction\Suspend,Mosaic/Plugins/InteractionActions/Simple/Interaction/Suspend/InteractionSimpleActionPlayerSuspend.php
InteractionActions,interactionSuspend,,Mosaic\Plugins\InteractionActions\Simple\Interaction\Suspend,Mosaic/Plugins/InteractionActions/Simple/Interaction/Suspend/InteractionSimpleActionPlayerSuspend.php
InteractionActions,link,,Mosaic\Plugins\InteractionActions\Simple\OpenLink,Mosaic/Plugins/InteractionActions/Simple/OpenLink/InteractionSimpleActionLink.php
InteractionActions,player,,Mosaic\Plugins\InteractionActions\Simple\Player\Pause,Mosaic/Plugins/InteractionActions/Simple/Player/Pause/InteractionSimpleActionPlayerPause.php
InteractionActions,playerPause,,Mosaic\Plugins\InteractionActions\Simple\Player\Pause,Mosaic/Plugins/InteractionActions/Simple/Player/Pause/InteractionSimpleActionPlayerPause.php
InteractionActions,player,,Mosaic\Plugins\InteractionActions\Simple\Player\Play,Mosaic/Plugins/InteractionActions/Simple/Player/Play/InteractionSimpleActionPlayerPlay.php
InteractionActions,playerPlay,,Mosaic\Plugins\InteractionActions\Simple\Player\Play,Mosaic/Plugins/InteractionActions/Simple/Player/Play/InteractionSimpleActionPlayerPlay.php
InteractionActions,script,,Mosaic\Plugins\InteractionActions\Simple\RunScript,Mosaic/Plugins/InteractionActions/Simple/RunScript/InteractionSimpleActionScript.php
InteractionActions,setCookie,,Mosaic\Plugins\InteractionActions\Simple\SetCookie,Mosaic/Plugins/InteractionActions/Simple/SetCookie/InteractionSimpleActionSetCookie.php
InteractionTypes,pointerMove,,Mosaic\Plugins\InteractionTypes\progress\pointermove,Mosaic/Plugins/InteractionTypes/progress/pointermove/InteractionTypePointerMove.php
InteractionTypes,x,,Mosaic\Plugins\InteractionTypes\progress\pointermove,Mosaic/Plugins/InteractionTypes/progress/pointermove/InteractionTypePointerMove.php
InteractionTypes,y,,Mosaic\Plugins\InteractionTypes\progress\pointermove,Mosaic/Plugins/InteractionTypes/progress/pointermove/InteractionTypePointerMove.php
InteractionTypes,scrollIntoView,,Mosaic\Plugins\InteractionTypes\progress\scrollIntoView,Mosaic/Plugins/InteractionTypes/progress/scrollIntoView/InteractionTypeScrollIntoView.php
InteractionTypes,px,,Mosaic\Plugins\InteractionTypes\progress\scrollIntoView,Mosaic/Plugins/InteractionTypes/progress/scrollIntoView/InteractionTypeScrollIntoView.php
InteractionTypes,%,,Mosaic\Plugins\InteractionTypes\progress\scrollIntoView,Mosaic/Plugins/InteractionTypes/progress/scrollIntoView/InteractionTypeScrollIntoView.php
InteractionTypes,accordionItemChange,,Mosaic\Plugins\InteractionTypes\timed\accordionitemchange,Mosaic/Plugins/InteractionTypes/timed/accordionitemchange/InteractionTypeAccordionItemChange.php
InteractionTypes,open,,Mosaic\Plugins\InteractionTypes\timed\accordionitemchange,Mosaic/Plugins/InteractionTypes/timed/accordionitemchange/InteractionTypeAccordionItemChange.php
InteractionTypes,close,,Mosaic\Plugins\InteractionTypes\timed\accordionitemchange,Mosaic/Plugins/InteractionTypes/timed/accordionitemchange/InteractionTypeAccordionItemChange.php
InteractionTypes,click,,Mosaic\Plugins\InteractionTypes\timed\click,Mosaic/Plugins/InteractionTypes/timed/click/InteractionTypeClick.php
InteractionTypes,odd,,Mosaic\Plugins\InteractionTypes\timed\click,Mosaic/Plugins/InteractionTypes/timed/click/InteractionTypeClick.php
InteractionTypes,even,,Mosaic\Plugins\InteractionTypes\timed\click,Mosaic/Plugins/InteractionTypes/timed/click/InteractionTypeClick.php
InteractionTypes,dropdownChange,,Mosaic\Plugins\InteractionTypes\timed\dropdownchange,Mosaic/Plugins/InteractionTypes/timed/dropdownchange/InteractionTypeDropdownChange.php
InteractionTypes,open,,Mosaic\Plugins\InteractionTypes\timed\dropdownchange,Mosaic/Plugins/InteractionTypes/timed/dropdownchange/InteractionTypeDropdownChange.php
InteractionTypes,close,,Mosaic\Plugins\InteractionTypes\timed\dropdownchange,Mosaic/Plugins/InteractionTypes/timed/dropdownchange/InteractionTypeDropdownChange.php
InteractionTypes,elementScrollIntoView,,Mosaic\Plugins\InteractionTypes\timed\elementscrollintoview,Mosaic/Plugins/InteractionTypes/timed/elementscrollintoview/InteractionTypeElementScrollIntoView.php
InteractionTypes,px,,Mosaic\Plugins\InteractionTypes\timed\elementscrollintoview,Mosaic/Plugins/InteractionTypes/timed/elementscrollintoview/InteractionTypeElementScrollIntoView.php
InteractionTypes,%,,Mosaic\Plugins\InteractionTypes\timed\elementscrollintoview,Mosaic/Plugins/InteractionTypes/timed/elementscrollintoview/InteractionTypeElementScrollIntoView.php
InteractionTypes,in,,Mosaic\Plugins\InteractionTypes\timed\elementscrollintoview,Mosaic/Plugins/InteractionTypes/timed/elementscrollintoview/InteractionTypeElementScrollIntoView.php
InteractionTypes,out,,Mosaic\Plugins\InteractionTypes\timed\elementscrollintoview,Mosaic/Plugins/InteractionTypes/timed/elementscrollintoview/InteractionTypeElementScrollIntoView.php
InteractionTypes,formSubmit,,Mosaic\Plugins\InteractionTypes\timed\formsubmit,Mosaic/Plugins/InteractionTypes/timed/formsubmit/InteractionTypeFormSubmit.php
InteractionTypes,success,,Mosaic\Plugins\InteractionTypes\timed\formsubmit,Mosaic/Plugins/InteractionTypes/timed/formsubmit/InteractionTypeFormSubmit.php
InteractionTypes,hover,,Mosaic\Plugins\InteractionTypes\timed\hover,Mosaic/Plugins/InteractionTypes/timed/hover/InteractionTypeHover.php
InteractionTypes,in,,Mosaic\Plugins\InteractionTypes\timed\hover,Mosaic/Plugins/InteractionTypes/timed/hover/InteractionTypeHover.php
InteractionTypes,out,,Mosaic\Plugins\InteractionTypes\timed\hover,Mosaic/Plugins/InteractionTypes/timed/hover/InteractionTypeHover.php
InteractionTypes,pageLoad,,Mosaic\Plugins\InteractionTypes\timed\pageload,Mosaic/Plugins/InteractionTypes/timed/pageload/InteractionTypePageLoad.php
InteractionTypes,scrollDirectionChange,,Mosaic\Plugins\InteractionTypes\timed\scrolldirectionchange,Mosaic/Plugins/InteractionTypes/timed/scrolldirectionchange/InteractionTypeScrollDirectionChange.php
InteractionTypes,down,,Mosaic\Plugins\InteractionTypes\timed\scrolldirectionchange,Mosaic/Plugins/InteractionTypes/timed/scrolldirectionchange/InteractionTypeScrollDirectionChange.php
InteractionTypes,up,,Mosaic\Plugins\InteractionTypes\timed\scrolldirectionchange,Mosaic/Plugins/InteractionTypes/timed/scrolldirectionchange/InteractionTypeScrollDirectionChange.php
InteractionTypes,slideChange,,Mosaic\Plugins\InteractionTypes\timed\slidechange,Mosaic/Plugins/InteractionTypes/timed/slidechange/InteractionTypeSlideChange.php
InteractionTypes,in,,Mosaic\Plugins\InteractionTypes\timed\slidechange,Mosaic/Plugins/InteractionTypes/timed/slidechange/InteractionTypeSlideChange.php
